Sample_ID,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,New_Average
10307823,39849,Hard Coral,35,27.5,62.5,7.5,33.125
10307823,54210,Nutrient Indicator Algae,0,0,0,2.5,0.625
10307824,39852,Hard Coral,45,55,22.5,0,30.625
10307824,54212,Nutrient Indicator Algae,0,0,0,0,0
10307825,39856,Hard Coral,17.5,15,20,12.5,16.25
10307825,54215,Fleshy Seaweed,0,0,0,0,0
10307826,39953,Hard Coral,85,60,67.5,82.5,73.75
10307826,54308,Nutrient Indicator Algae,0,0,0,0,0
10307827,39947,Hard Coral,77.5,62.5,67.5,37.5,61.25
10307827,54307,Nutrient Indicator Algae,2.5,20,0,30,13.125
10307828,39955,Hard Coral,32.5,37.5,40,30,35
10307828,54313,Nutrient Indicator Algae,20,17.5,45,32.5,28.75
10307829,39956,Hard Coral,35,55,45,30,41.25
10307829,54315,Nutrient Indicator Algae,20,10,47.5,40,29.375
10307830,39954,Hard Coral,10,15,10,10,11.25
10307830,54312,Nutrient Indicator Algae,57.5,57.5,55,35,51.25
10307831,39958,Hard Coral,27.5,32.5,15,5,20
10307831,54314,Nutrient Indicator Algae,0,0,0,0,0
10307832,39957,Hard Coral,37.5,12.5,27.5,25,25.625
10307832,54316,Nutrient Indicator Algae,2.5,7.5,0,0,2.5
10307833,39964,Hard Coral,27.5,15,5,12.5,15
10307833,54323,Nutrient Indicator Algae,2.5,5,5,0,3.125
10307834,39962,Hard Coral,50,15,35,32.5,33.125
10307834,54319,Nutrient Indicator Algae,2.5,5,2.5,2.5,3.125
10307835,39965,Hard Coral,62.5,17.5,27.5,27.5,33.75
10307835,54322,Nutrient Indicator Algae,0,2.5,7.5,0,2.5
10307836,39959,Hard Coral,40,25,5,10,20
10307836,54317,Nutrient Indicator Algae,5,0,0,0,1.25
10307837,39963,Hard Coral,32.5,17.5,37.5,27.5,28.75
10307837,54321,Nutrient Indicator Algae,0,0,5,0,1.25
10307838,39960,Hard Coral,82.5,55,32.5,42.5,53.125
10307838,54318,Nutrient Indicator Algae,0,0,0,0,0
10307839,39961,Hard Coral,30,10,22.5,47.5,27.5
10307839,54320,Nutrient Indicator Algae,0,0,0,0,0
10307840,39966,Hard Coral,95,87.5,80,90,88.125
10307840,54325,Nutrient Indicator Algae,0,0,12.5,7.5,5
10307841,39967,Hard Coral,62.5,62.5,7.5,17.5,37.5
10307841,54324,Nutrient Indicator Algae,10,10,17.5,17.5,13.75
10307842,39970,Hard Coral,27.5,15,35,32.5,27.5
10307842,54328,Nutrient Indicator Algae,0,0,0,0,0
10307843,39976,Hard Coral,40,12.5,35,37.5,31.25
10307843,54334,Nutrient Indicator Algae,0,0,0,0,0
10307844,39969,Hard Coral,47.5,75,70,65,64.375
10307844,54327,Nutrient Indicator Algae,0,0,0,0,0
10307845,39979,Hard Coral,42.5,72.5,55,85,63.75
10307845,54337,Nutrient Indicator Algae,0,0,0,0,0
10307846,39972,Hard Coral,62.5,90,67.5,67.5,71.875
10307846,54331,Nutrient Indicator Algae,0,0,0,0,0
10307847,39977,Hard Coral,52.5,50,45,37.5,46.25
10307847,54335,Nutrient Indicator Algae,0,0,0,0,0
10307848,39974,Hard Coral,17.5,55,62.5,65,50
10307848,54333,Nutrient Indicator Algae,0,2.5,2.5,2.5,1.875
10307849,39968,Hard Coral,7.5,12.5,15,17.5,13.125
10307849,54326,Nutrient Indicator Algae,22.5,27.5,17.5,12.5,20
10307850,39973,Hard Coral,27.5,37.5,52.5,52.5,42.5
10307850,54330,Nutrient Indicator Algae,5,15,7.5,10,9.375
10307851,39975,Hard Coral,55,50,45,57.5,51.875
10307851,54332,Nutrient Indicator Algae,0,2.5,0,0,0.625
10307852,39971,Hard Coral,27.5,35,60,37.5,40
10307852,54329,Nutrient Indicator Algae,20,17.5,17.5,7.5,15.625
10307853,39978,Hard Coral,40,65,62.5,67.5,58.75
10307853,54336,Nutrient Indicator Algae,20,10,5,5,10
10307854,39980,Hard Coral,0,2.5,5,2.5,2.5
10307854,54338,Nutrient Indicator Algae,12.5,10,5,0,6.875
10307855,39981,Hard Coral,20,15,57.5,32.5,31.25
10307855,54339,Nutrient Indicator Algae,0,0,0,2.5,0.625
10307856,39982,Hard Coral,5,0,0,2.5,1.875
10307856,54340,Nutrient Indicator Algae,12.5,40,32.5,40,31.25
10307857,39983,Hard Coral,0,2.5,7.5,2.5,3.125
10307857,54341,Nutrient Indicator Algae,32.5,32.5,22.5,32.5,30
10307858,39987,Hard Coral,25,35,60,65,46.25
10307858,54346,Nutrient Indicator Algae,0,0,0,0,0
10307859,39985,Hard Coral,40,42.5,42.5,32.5,39.375
10307859,54342,Nutrient Indicator Algae,7.5,12.5,22.5,5,11.875
10307860,39986,Hard Coral,40,45,20,37.5,35.625
10307860,54345,Nutrient Indicator Algae,0,5,0,2.5,1.875
10307861,39988,Hard Coral,35,32.5,17.5,35,30
10307861,54344,Nutrient Indicator Algae,2.5,0,0,0,0.625
10307862,39984,Hard Coral,17.5,15,20,32.5,21.25
10307862,54343,Nutrient Indicator Algae,47.5,60,60,30,49.375
10307863,39989,Hard Coral,37.5,17.5,17.5,12.5,21.25
10307863,54347,Nutrient Indicator Algae,7.5,7.5,22.5,27.5,16.25
10307864,39990,Hard Coral,40,45,40,45,42.5
10307864,54348,Nutrient Indicator Algae,2.5,2.5,5,2.5,3.125
10307865,39993,Hard Coral,50,70,30,35,46.25
10307865,54352,Nutrient Indicator Algae,2.5,0,0,0,0.625
10307866,39991,Hard Coral,60,52.5,45,55,53.125
10307866,54349,Nutrient Indicator Algae,0,0,0,0,0
10307867,39996,Hard Coral,60,37.5,37.5,47.5,45.625
10307867,54354,Nutrient Indicator Algae,0,0,0,0,0
10307868,39995,Hard Coral,62.5,60,32.5,45,50
10307868,54353,Nutrient Indicator Algae,12.5,7.5,5,12.5,9.375
10307869,39992,Hard Coral,37.5,70,55,40,50.625
10307869,54350,Nutrient Indicator Algae,2.5,7.5,5,0,3.75
10307870,39994,Hard Coral,25,47.5,32.5,45,37.5
10307870,54351,Nutrient Indicator Algae,0,0,5,2.5,1.875
10307871,39997,Hard Coral,42.5,62.5,,,52.5
10307871,54355,Nutrient Indicator Algae,0,0,,,0
10307872,39998,Hard Coral,7.5,5,,,6.25
10307872,54356,Nutrient Indicator Algae,0,0,,,0
10307873,39999,Hard Coral,55,75,,,65
10307873,54357,Nutrient Indicator Algae,0,0,,,0
10307874,40005,Hard Coral,20,17.5,2.5,7.5,11.875
10307874,54363,Nutrient Indicator Algae,0,0,5,0,1.25
10307875,40000,Hard Coral,65,67.5,67.5,62.5,65.625
10307875,54358,Nutrient Indicator Algae,0,0,0,0,0
10307876,40002,Hard Coral,62.5,85,72.5,67.5,71.875
10307876,54360,Nutrient Indicator Algae,0,0,0,7.5,1.875
10307877,40006,Hard Coral,62.5,55,62.5,70,62.5
10307877,54364,Nutrient Indicator Algae,0,0,0,2.5,0.625
10307878,40001,Hard Coral,32.5,45,40,62.5,45
10307878,54359,Nutrient Indicator Algae,0,2.5,2.5,10,3.75
10307879,40004,Hard Coral,45,35,40,67.5,46.875
10307879,54362,Nutrient Indicator Algae,0,0,5,0,1.25
10307880,40003,Hard Coral,47.5,65,52.5,57.5,55.625
10307880,54361,Nutrient Indicator Algae,0,0,0,0,0
10307881,40008,Hard Coral,2.5,25,5,10,10.625
10307881,54366,Nutrient Indicator Algae,2.5,7.5,2.5,7.5,5
10307882,40010,Hard Coral,87.5,80,55,92.5,78.75
10307882,54367,Nutrient Indicator Algae,0,0,0,0,0
10307883,40012,Hard Coral,37.5,77.5,40,42.5,49.375
10307883,54369,Nutrient Indicator Algae,0,0,2.5,0,0.625
10307884,40007,Hard Coral,37.5,22.5,32.5,40,33.125
10307884,54365,Nutrient Indicator Algae,15,7.5,10,7.5,10
10307885,40014,Hard Coral,65,75,87.5,70,74.375
10307885,54372,Nutrient Indicator Algae,0,0,2.5,12.5,3.75
10307886,40009,Hard Coral,47.5,30,17.5,40,33.75
10307886,54368,Nutrient Indicator Algae,7.5,0,0,0,1.875
10307887,40011,Hard Coral,7.5,30,27.5,32.5,24.375
10307887,54370,Nutrient Indicator Algae,0,2.5,0,7.5,2.5
10307888,40013,Hard Coral,60,80,72.5,80,73.125
10307888,54371,Nutrient Indicator Algae,2.5,5,2.5,0,2.5
10307889,40016,Hard Coral,5,2.5,30,25,15.625
10307889,54375,Nutrient Indicator Algae,0,0,0,0,0
10307890,40018,Hard Coral,37.5,20,17.5,27.5,25.625
10307890,54376,Nutrient Indicator Algae,2.5,5,0,30,9.375
10307891,40019,Hard Coral,20,32.5,32.5,55,35
10307891,54377,Nutrient Indicator Algae,22.5,35,27.5,15,25
10307892,40022,Hard Coral,30,30,35,42.5,34.375
10307892,54380,Nutrient Indicator Algae,27.5,37.5,10,17.5,23.125
10307893,40020,Hard Coral,35,25,35,45,35
10307893,54379,Nutrient Indicator Algae,0,0,0,0,0
10307894,40024,Hard Coral,60,35,57.5,67.5,55
10307894,54381,Nutrient Indicator Algae,0,5,0,0,1.25
10307895,40021,Hard Coral,75,45,70,80,67.5
10307895,54378,Nutrient Indicator Algae,0,2.5,0,0,0.625
10307896,40015,Hard Coral,60,50,70,80,65
10307896,54373,Nutrient Indicator Algae,5,0,0,0,1.25
10307897,40017,Hard Coral,45,62.5,70,72.5,62.5
10307897,54374,Nutrient Indicator Algae,0,5,0,0,1.25
10307898,40025,Hard Coral,27.5,25,37.5,57.5,36.875
10307898,54383,Nutrient Indicator Algae,0,2.5,2.5,0,1.25
10307899,40023,Hard Coral,22.5,37.5,30,47.5,34.375
10307899,54382,Nutrient Indicator Algae,2.5,10,7.5,5,6.25
10307900,40026,Hard Coral,5,7.5,2.5,5,5
10307900,54384,Nutrient Indicator Algae,12.5,2.5,27.5,22.5,16.25
10307901,40029,Hard Coral,2.5,20,32.5,10,16.25
10307901,54385,Nutrient Indicator Algae,12.5,15,2.5,32.5,15.625
10307902,40035,Hard Coral,32.5,62.5,27.5,32.5,38.75
10307902,54393,Nutrient Indicator Algae,0,0,0,0,0
10307903,40037,Hard Coral,67.5,57.5,55,32.5,53.125
10307903,54395,Nutrient Indicator Algae,2.5,0,0,0,0.625
10307904,40032,Hard Coral,32.5,35,35,15,29.375
10307904,54391,Nutrient Indicator Algae,17.5,7.5,17.5,40,20.625
10307905,40028,Hard Coral,70,65,70,50,63.75
10307905,54387,Nutrient Indicator Algae,0,0,0,5,1.25
10307906,40034,Hard Coral,32.5,32.5,27.5,35,31.875
10307906,54392,Nutrient Indicator Algae,0,0,2.5,10,3.125
10307907,40036,Hard Coral,62.5,82.5,47.5,55,61.875
10307907,54394,Nutrient Indicator Algae,0,2.5,0,15,4.375
10307908,40027,Hard Coral,35,30,20,32.5,29.375
10307908,54386,Nutrient Indicator Algae,17.5,5,25,17.5,16.25
10307909,40033,Hard Coral,80,17.5,20,12.5,32.5
10307909,54390,Nutrient Indicator Algae,0,0,0,0,0
10307910,40031,Hard Coral,60,50,72.5,77.5,65
10307910,54389,Nutrient Indicator Algae,0,0,0,2.5,0.625
10307911,40030,Hard Coral,37.5,30,42.5,10,30
10307911,54388,Nutrient Indicator Algae,45,42.5,27.5,17.5,33.125
10307912,40042,Hard Coral,27.5,7.5,35,50,30
10307912,54400,Nutrient Indicator Algae,0,0,0,0,0
10307913,40041,Hard Coral,2.5,2.5,5,10,5
10307913,54397,Nutrient Indicator Algae,0,2.5,0,0,0.625
10307914,40040,Hard Coral,0,7.5,7.5,30,11.25
10307914,54399,Nutrient Indicator Algae,0,0,0,0,0
10307915,40039,Hard Coral,0,15,32.5,42.5,22.5
10307915,54398,Nutrient Indicator Algae,0,0,0,0,0
10307916,40038,Hard Coral,30,57.5,72.5,75,58.75
10307916,54396,Nutrient Indicator Algae,17.5,5,0,2.5,6.25
10307917,40043,Hard Coral,50,27.5,30,60,41.875
10307917,54401,Nutrient Indicator Algae,12.5,15,10,10,11.875
10307918,40044,Hard Coral,50,40,70,57.5,54.375
10307918,54402,Nutrient Indicator Algae,2.5,0,2.5,20,6.25
10307919,40045,Hard Coral,62.5,82.5,55,45,61.25
10307919,54403,Nutrient Indicator Algae,0,0,0,0,0
10307920,40046,Hard Coral,20,72.5,70,65,56.875
10307920,54404,Nutrient Indicator Algae,0,0,0,0,0
10307921,40047,Hard Coral,75,85,55,15,57.5
10307921,54405,Nutrient Indicator Algae,0,0,0,0,0
10307922,40049,Hard Coral,90,45,25,40,50
10307922,54407,Nutrient Indicator Algae,0,0,2.5,0,0.625
10307923,40050,Hard Coral,82.5,70,75,65,73.125
10307923,54408,Nutrient Indicator Algae,2.5,0,0,0,0.625
10307924,40048,Hard Coral,57.5,57.5,55,42.5,53.125
10307924,54406,Nutrient Indicator Algae,0,0,5,7.5,3.125
10307925,40051,Hard Coral,37.5,65,42.5,35,45
10307925,54409,Nutrient Indicator Algae,0,0,0,0,0
10307926,40052,Hard Coral,20,7.5,50,55,33.125
10307926,54410,Nutrient Indicator Algae,2.5,0,0,0,0.625
10307927,40053,Hard Coral,50,55,47.5,35,46.875
10307927,54411,Nutrient Indicator Algae,0,0,2.5,0,0.625
10307928,40055,Hard Coral,42.5,35,27.5,40,36.25
10307928,54413,Nutrient Indicator Algae,0,0,0,0,0
10307929,40054,Hard Coral,40,45,65,40,47.5
10307929,54412,Nutrient Indicator Algae,0,0,0,0,0
10307930,40058,Hard Coral,50,50,40,27.5,41.875
10307930,54416,Nutrient Indicator Algae,7.5,20,17.5,15,15
10307931,40064,Hard Coral,35,42.5,45,27.5,37.5
10307931,54421,Nutrient Indicator Algae,0,0,0,5,1.25
10307932,40065,Hard Coral,37.5,40,47.5,42.5,41.875
10307932,54423,Nutrient Indicator Algae,5,0,2.5,5,3.125
10307933,40063,Hard Coral,37.5,45,62.5,37.5,45.625
10307933,54422,Nutrient Indicator Algae,0,0,0,12.5,3.125
10307934,40061,Hard Coral,35,62.5,87.5,60,61.25
10307934,54419,Nutrient Indicator Algae,5,0,0,2.5,1.875
10307935,40059,Hard Coral,62.5,62.5,40,37.5,50.625
10307935,54418,Nutrient Indicator Algae,0,0,0,0,0
10307936,40057,Hard Coral,57.5,42.5,52.5,37.5,47.5
10307936,54415,Nutrient Indicator Algae,0,0,0,0,0
10307937,40060,Hard Coral,35,35,80,52.5,50.625
10307937,54420,Nutrient Indicator Algae,0,2.5,0,0,0.625
10307938,40062,Hard Coral,55,70,60,87.5,68.125
10307938,54417,Nutrient Indicator Algae,2.5,2.5,0,0,1.25
10307939,40056,Hard Coral,30,40,50,72.5,48.125
10307939,54414,Nutrient Indicator Algae,5,0,0,0,1.25
10307940,40067,Hard Coral,22.5,15,15,17.5,17.5
10307940,54424,Nutrient Indicator Algae,0,0,0,0,0
10307941,40066,Hard Coral,17.5,20,25,17.5,20
10307941,54425,Nutrient Indicator Algae,7.5,0,0,0,1.875
10307942,40068,Hard Coral,80,65,,,72.5
10307942,54426,Nutrient Indicator Algae,0,0,,,0
10307943,40069,Hard Coral,50,70,,,60
10307943,54427,Nutrient Indicator Algae,0,0,,,0
10307944,40072,Hard Coral,2.5,5,17.5,17.5,10.625
10307944,54430,Nutrient Indicator Algae,17.5,5,7.5,2.5,8.125
10307945,40074,Hard Coral,0,5,37.5,15,14.375
10307945,54432,Nutrient Indicator Algae,12.5,0,0,0,3.125
10307946,40075,Hard Coral,17.5,30,32.5,0,20
10307946,54433,Nutrient Indicator Algae,0,0,0,0,0
10307947,40076,Hard Coral,20,20,17.5,0,14.375
10307947,54434,Nutrient Indicator Algae,2.5,0,0,0,0.625
10307948,40077,Hard Coral,15,20,17.5,0,13.125
10307948,54435,Nutrient Indicator Algae,2.5,0,0,0,0.625
10307949,40073,Hard Coral,0,2.5,2.5,7.5,3.125
10307949,54429,Nutrient Indicator Algae,0,0,0,0,0
10307950,40071,Hard Coral,2.5,17.5,0,25,11.25
10307950,54428,Nutrient Indicator Algae,0,2.5,0,0,0.625
10307951,40070,Hard Coral,5,7.5,20,15,11.875
10307951,54431,Nutrient Indicator Algae,0,0,2.5,0,0.625
10307952,40080,Hard Coral,20,17.5,17.5,25,20
10307952,54438,Nutrient Indicator Algae,0,0,0,35,8.75
10307953,40078,Hard Coral,30,47.5,40,12.5,32.5
10307953,54436,Nutrient Indicator Algae,0,5,0,0,1.25
10307954,40086,Hard Coral,27.5,25,25,17.5,23.75
10307954,54444,Nutrient Indicator Algae,5,27.5,12.5,15,15
10307955,40083,Hard Coral,40,35,77.5,22.5,43.75
10307955,54442,Nutrient Indicator Algae,0,0,2.5,2.5,1.25
10307956,40082,Hard Coral,27.5,45,22.5,5,25
10307956,54441,Nutrient Indicator Algae,0,2.5,0,0,0.625
10307957,40081,Hard Coral,27.5,17.5,40,35,30
10307957,54439,Nutrient Indicator Algae,0,2.5,5,5,3.125
10307958,40085,Hard Coral,10,2.5,5,15,8.125
10307958,54443,Nutrient Indicator Algae,7.5,0,0,0,1.875
10307959,40084,Hard Coral,37.5,40,2.5,7.5,21.875
10307959,54440,Nutrient Indicator Algae,5,0,0,0,1.25
10307960,40079,Hard Coral,27.5,37.5,22.5,15,25.625
10307960,54437,Nutrient Indicator Algae,0,0,0,0,0
10307961,40087,Hard Coral,37.5,62.5,50,55,51.25
10307961,54445,Fleshy Seaweed,0,0,0,0,0
10307962,40088,Hard Coral,32.5,2.5,5,0,10
10307962,54446,Fleshy Seaweed,0,0,0,0,0
10307963,40089,Hard Coral,22.5,10,20,37.5,22.5
10307963,54447,Fleshy Seaweed,0,0,0,0,0
10307964,40090,Hard Coral,45,35,55,27.5,40.625
10307964,54448,Fleshy Seaweed,0,0,0,0,0
10307965,40091,Hard Coral,30,35,10,32.5,26.875
10307965,54449,Nutrient Indicator Algae,0,0,20,12.5,8.125
10307966,40092,Hard Coral,22.5,45,5,0,18.125
10307966,54450,Nutrient Indicator Algae,0,0,0,0,0
10307967,40093,Hard Coral,32.5,32.5,35,42.5,35.625
10307967,54451,Nutrient Indicator Algae,0,0,0,0,0
10307968,40094,Hard Coral,17.5,37.5,42.5,12.5,27.5
10307968,54452,Nutrient Indicator Algae,2.5,0,2.5,0,1.25
10307969,40096,Hard Coral,50,65,67.5,52.5,58.75
10307969,54453,Nutrient Indicator Algae,2.5,0,0,2.5,1.25
10307970,40095,Hard Coral,45,52.5,50,52.5,50
10307970,54454,Nutrient Indicator Algae,15,0,0,5,5
10307971,40098,Hard Coral,52.5,70,67.5,50,60
10307971,54456,Nutrient Indicator Algae,2.5,0,0,2.5,1.25
10307972,40097,Hard Coral,50,47.5,55,30,45.625
10307972,54455,Nutrient Indicator Algae,0,2.5,0,5,1.875
10307973,40099,Hard Coral,40,52.5,50,32.5,43.75
10307973,54457,Nutrient Indicator Algae,2.5,5,0,0,1.875
10307974,40100,Hard Coral,10,10,12.5,42.5,18.75
10307974,54458,Nutrient Indicator Algae,0,0,0,0,0
10307975,40106,Hard Coral,50,45,72.5,67.5,58.75
10307975,54464,Nutrient Indicator Algae,2.5,10,17.5,0,7.5
10307976,40103,Hard Coral,65,62.5,62.5,70,65
10307976,54460,Nutrient Indicator Algae,0,0,0,0,0
10307977,40101,Hard Coral,70,67.5,67.5,72.5,69.375
10307977,54459,Nutrient Indicator Algae,0,0,2.5,0,0.625
10307978,40104,Hard Coral,72.5,77.5,52.5,62.5,66.25
10307978,54463,Nutrient Indicator Algae,0,2.5,0,0,0.625
10307979,40102,Hard Coral,55,70,45,7.5,44.375
10307979,54461,Nutrient Indicator Algae,0,0,0,0,0
10307980,40105,Hard Coral,47.5,40,60,67.5,53.75
10307980,54462,Nutrient Indicator Algae,0,0,0,0,0
10307981,40108,Hard Coral,47.5,45,50,17.5,40
10307981,54466,Nutrient Indicator Algae,2.5,0,0,0,0.625
10307982,40110,Hard Coral,32.5,55,85,20,48.125
10307982,54467,Nutrient Indicator Algae,0,2.5,0,0,0.625
10307983,40113,Hard Coral,12.5,50,30,37.5,32.5
10307983,54471,Nutrient Indicator Algae,0,0,0,0,0
10307984,40107,Hard Coral,42.5,47.5,40,27.5,39.375
10307984,54465,Nutrient Indicator Algae,0,2.5,0,2.5,1.25
10307985,40114,Hard Coral,40,52.5,12.5,27.5,33.125
10307985,54472,Nutrient Indicator Algae,0,2.5,0,0,0.625
10307986,40112,Hard Coral,62.5,40,35,35,43.125
10307986,54470,Nutrient Indicator Algae,0,0,0,0,0
10307987,40109,Hard Coral,55,72.5,55,25,51.875
10307987,54468,Nutrient Indicator Algae,0,0,0,0,0
10307988,40111,Hard Coral,47.5,12.5,32.5,45,34.375
10307988,54469,Nutrient Indicator Algae,0,0,0,0,0
10307989,40121,Hard Coral,37.5,25,55,40,39.375
10307989,54479,Nutrient Indicator Algae,7.5,15,2.5,12.5,9.375
10307990,40120,Hard Coral,42.5,27.5,20,25,28.75
10307990,54474,Nutrient Indicator Algae,0,0,0,2.5,0.625
10307991,40115,Hard Coral,37.5,37.5,65,45,46.25
10307991,54473,Nutrient Indicator Algae,5,7.5,7.5,5,6.25
10307992,40117,Hard Coral,65,65,57.5,77.5,66.25
10307992,54475,Nutrient Indicator Algae,0,0,0,2.5,0.625
10307993,40116,Hard Coral,67.5,80,82.5,52.5,70.625
10307993,54476,Nutrient Indicator Algae,0,0,0,0,0
10307994,40119,Hard Coral,67.5,40,70,55,58.125
10307994,54478,Nutrient Indicator Algae,0,0,0,0,0
10307995,40118,Hard Coral,70,77.5,77.5,70,73.75
10307995,54477,Nutrient Indicator Algae,0,0,2.5,0,0.625
10307996,40122,Hard Coral,40,65,45,70,55
10307996,54480,Nutrient Indicator Algae,20,10,17.5,7.5,13.75
10307997,40130,Hard Coral,17.5,30,37.5,25,27.5
10307997,54487,Nutrient Indicator Algae,35,17.5,0,30,20.625
10307998,40126,Hard Coral,42.5,22.5,50,32.5,36.875
10307998,54485,Nutrient Indicator Algae,0,0,0,0,0
10307999,40123,Hard Coral,27.5,47.5,27.5,30,33.125
10307999,54481,Nutrient Indicator Algae,0,0,2.5,2.5,1.25
10308000,40128,Hard Coral,22.5,42.5,25,40,32.5
10308000,54486,Nutrient Indicator Algae,10,0,0,0,2.5
10308001,40125,Hard Coral,42.5,45,45,40,43.125
10308001,54482,Nutrient Indicator Algae,0,0,0,5,1.25
10308002,40127,Hard Coral,20,30,55,40,36.25
10308002,54484,Nutrient Indicator Algae,10,7.5,12.5,10,10
10308003,40124,Hard Coral,12.5,30,57.5,40,35
10308003,54483,Nutrient Indicator Algae,2.5,12.5,0,0,3.75
10308004,40129,Hard Coral,22.5,20,47.5,27.5,29.375
10308004,54488,Nutrient Indicator Algae,37.5,65,22.5,37.5,40.625
10308005,40138,Hard Coral,55,62.5,42.5,40,50
10308005,54495,Nutrient Indicator Algae,30,17.5,40,0,21.875
10308006,40132,Hard Coral,62.5,55,57.5,70,61.25
10308006,54491,Nutrient Indicator Algae,7.5,7.5,5,2.5,5.625
10308007,40136,Hard Coral,62.5,55,67.5,40,56.25
10308007,54490,Nutrient Indicator Algae,0,0,0,0,0
10308008,40131,Hard Coral,60,72.5,60,42.5,58.75
10308008,54489,Nutrient Indicator Algae,0,0,0,0,0
10308009,40134,Hard Coral,57.5,60,60,60,59.375
10308009,54496,Nutrient Indicator Algae,22.5,27.5,15,15,20
10308010,40137,Hard Coral,77.5,65,57.5,57.5,64.375
10308010,54493,Nutrient Indicator Algae,0,0,0,0,0
10308011,40135,Hard Coral,65,75,62.5,75,69.375
10308011,54494,Nutrient Indicator Algae,0,0,0,0,0
10308012,40133,Hard Coral,55,85,65,67.5,68.125
10308012,54492,Nutrient Indicator Algae,2.5,0,2.5,7.5,3.125
10308013,40139,Hard Coral,,,22.5,15,18.75
10308013,54497,Nutrient Indicator Algae,,,0,0,0
10308014,40140,Hard Coral,20,32.5,15,5,18.125
10308014,54498,Nutrient Indicator Algae,0,2.5,0,0,0.625
10308015,40141,Hard Coral,47.5,47.5,60,62.5,54.375
10308015,54500,Nutrient Indicator Algae,2.5,0,0,0,0.625
10308016,40142,Hard Coral,50,37.5,52.5,57.5,49.375
10308016,54499,Nutrient Indicator Algae,5,7.5,2.5,2.5,4.375
10308017,40143,Hard Coral,5,2.5,5,0,3.125
10308017,54501,Nutrient Indicator Algae,0,0,0,0,0
10308018,40144,Hard Coral,20,27.5,30,25,25.625
10308018,54502,Nutrient Indicator Algae,17.5,2.5,7.5,10,9.375
10308019,40145,Hard Coral,27.5,35,25,27.5,28.75
10308019,54503,Nutrient Indicator Algae,5,2.5,0,7.5,3.75
10308020,40146,Hard Coral,27.5,50,57.5,60,48.75
10308020,54504,Nutrient Indicator Algae,0,0,0,0,0
10308021,40147,Hard Coral,70,75,60,62.5,66.875
10308021,54505,Nutrient Indicator Algae,0,0,0,0,0
10308022,40148,Hard Coral,47.5,57.5,52.5,52.5,52.5
10308022,54506,Nutrient Indicator Algae,0,0,2.5,2.5,1.25
10308023,40149,Hard Coral,45,0,17.5,15,19.375
10308023,54507,Nutrient Indicator Algae,2.5,0,0,0,0.625
10308024,40150,Hard Coral,50,50,72.5,55,56.875
10308024,54508,Nutrient Indicator Algae,0,0,0,0,0
10308025,40151,Hard Coral,62.5,45,70,42.5,55
10308025,54509,Nutrient Indicator Algae,0,0,0,0,0
10308026,40152,Hard Coral,62.5,30,32.5,50,43.75
10308026,54510,Nutrient Indicator Algae,0,0,0,0,0
10308027,40153,Hard Coral,45,20,62.5,70,49.375
10308027,54512,Nutrient Indicator Algae,0,0,10,5,3.75
10308028,40154,Hard Coral,65,45,,,55
10308028,54511,Nutrient Indicator Algae,0,0,,,0
10308029,40158,Hard Coral,2.5,7.5,10,12.5,8.125
10308029,54516,Nutrient Indicator Algae,0,0,0,0,0
10308030,40157,Hard Coral,20,10,7.5,7.5,11.25
10308030,54515,Nutrient Indicator Algae,0,0,0,0,0
10308031,40155,Hard Coral,5,10,25,27.5,16.875
10308031,54514,Nutrient Indicator Algae,0,0,0,0,0
10308032,40156,Hard Coral,17.5,10,12.5,0,10
10308032,54513,Nutrient Indicator Algae,0,0,0,0,0
10308033,40159,Hard Coral,17.5,30,47.5,25,30
10308033,54517,Nutrient Indicator Algae,2.5,0,0,2.5,1.25
10308034,40160,Hard Coral,50,50,32.5,20,38.125
10308034,54519,Nutrient Indicator Algae,0,0,0,0,0
10308035,40161,Hard Coral,52.5,50,,,51.25
10308035,54518,Nutrient Indicator Algae,0,0,,,0
10308036,40162,Hard Coral,50,50,52.5,45,49.375
10308036,54520,Nutrient Indicator Algae,0,0,0,0,0
10308037,40163,Hard Coral,30,32.5,32.5,30,31.25
10308037,54521,Nutrient Indicator Algae,7.5,17.5,2.5,5,8.125
10308038,40164,Hard Coral,2.5,15,5,5,6.875
10308038,54522,Nutrient Indicator Algae,2.5,2.5,0,0,1.25
10308039,40165,Hard Coral,20,17.5,47.5,45,32.5
10308039,54523,Nutrient Indicator Algae,0,0,0,0,0
10308040,40166,Hard Coral,10,22.5,10,10,13.125
10308040,54524,Nutrient Indicator Algae,0,0,0,0,0
10308041,40167,Hard Coral,65,55,25,57.5,50.625
10308041,54525,Nutrient Indicator Algae,0,0,0,0,0
10308042,40168,Hard Coral,47.5,52.5,,,50
10308042,54526,Nutrient Indicator Algae,0,0,,,0
10308043,40169,Hard Coral,2.5,12.5,10,0,6.25
10308043,54527,Nutrient Indicator Algae,0,0,0,0,0
10308044,40170,Hard Coral,15,10,12.5,5,10.625
10308044,54528,Nutrient Indicator Algae,2.5,2.5,7.5,0,3.125
10308045,40171,Hard Coral,20,25,27.5,12.5,21.25
